Target	Field	HJD	RAh	RAm	RAs	DE-	DEd	DEm	DEs	Vmag	V-I	HV	e_HV	SigFe	e_SigFe	SigMg	e_SigMg	Mmb	<HV>	e_<HV>	<SigMg>	e_<SigMg>
---	---	d	h	min	s	---	deg	arcmin	arcsec	mag	mag	km/s	km/s	0.1nm	0.1nm	0.1nm	0.1nm	---	km/s	km/s	0.1nm	0.1nm
--------	----	--------	--	--	-----	-	--	--	----	-----	-----	------	----	-----	----	-----	----	-----	-----	---	-----	----
Car-0513	13R 	3410.547	06	43	18.90	-	51	01	13.5	19.88	 1.04	 241.3	 5.3	 0.25	0.07	 0.80	0.10	0.071	     	   	     	
Car-0514	13R 	3410.547	06	42	15.99	-	50	59	04.4	19.13	 1.08	 236.6	 5.1	 0.38	0.04	 0.31	0.10	1.000	230.8	2.4	 0.31	0.10
Car-0514	1R  	4123.555	06	42	15.99	-	50	59	04.4	19.13	 1.08	 229.2	 2.7	     	    	     	    	     	     	   	     	
Car-0515	13R 	3410.547	06	42	16.55	-	50	57	32.6	20.13	 1.04	 203.3	 6.8	 0.30	0.08	 0.36	0.14	0.999	208.1	4.5	 0.36	0.14
Car-0515	1R  	4123.555	06	42	16.55	-	50	57	32.6	20.13	 1.04	 211.6	 5.9	     	    	     	    	     	     	   	     	
Car-0516	13R 	3410.547	06	42	29.72	-	50	58	00.3	19.45	 1.04	  32.3	 1.7	 0.32	0.05	 0.84	0.10	0.000	     	   	     	
Car-0517	13R 	3410.547	06	42	44.37	-	50	58	37.6	19.49	 1.09	 219.7	 5.5	 0.31	0.04	 0.24	0.11	1.000	     	   	     	
Car-0518	13R 	3410.547	06	42	18.53	-	50	55	49.6	19.21	 1.02	 235.3	 1.7	 0.37	0.04	 0.31	0.10	1.000	233.6	1.4	 0.32	0.08
Car-0518	25R 	3411.554	06	42	18.53	-	50	55	49.6	19.21	 1.02	 230.8	 5.6	 0.35	0.07	 0.35	0.15	     	     	   	     	
Car-0518	1R  	4122.587	06	42	18.53	-	50	55	49.6	19.21	 1.02	 228.2	 3.2	     	    	     	    	     	     	   	     	
Car-0519	13R 	3410.547	06	42	11.76	-	50	58	51.8	19.87	 1.12	 220.1	 9.8	 0.33	0.06	 0.46	0.12	1.000	     	   	     	
Car-0520	13R 	3410.547	06	41	48.72	-	50	59	42.4	19.18	 1.12	 213.2	 3.8	 0.26	0.05	 0.37	0.10	1.000	     	   	     	
Car-0521	13R 	3410.547	06	41	35.90	-	50	59	36.5	18.65	 1.35	  51.3	 3.1	 0.35	0.04	 0.79	0.10	0.000	 50.5	2.7	 0.80	0.08
Car-0521	1R  	4554.518	06	41	35.90	-	50	59	36.5	18.65	 1.35	  47.8	 5.4	 0.34	0.09	 0.81	0.12	     	     	   	     	
Car-0522	13R 	3410.547	06	41	29.82	-	50	59	57.7	19.11	 1.10	 217.7	11.8	 0.41	0.05	 0.35	0.13	1.000	222.9	3.9	 0.35	0.13
Car-0522	1R  	4122.587	06	41	29.82	-	50	59	57.7	19.11	 1.10	 223.5	 4.1	     	    	     	    	     	     	   	     	
Car-0523	13R 	3410.547	06	41	36.90	-	51	00	12.6	20.10	 1.06	 231.2	11.6	 0.30	0.11	 0.47	0.19	1.000	230.4	6.5	 0.50	0.17
Car-0523	1R  	4554.518	06	41	36.90	-	51	00	12.6	20.10	 1.06	 230.1	 7.8	     	    	 0.58	0.37	     	     	   	     	
Car-0524	13R 	3410.547	06	41	37.49	-	51	00	38.2	18.04	 1.34	 223.3	 2.6	 0.38	0.03	 0.36	0.09	1.000	219.3	1.5	 0.38	0.07
Car-0524	1R  	4120.709	06	41	37.49	-	51	00	38.2	18.04	 1.34	 217.9	 2.2	     	    	     	    	     	     	   	     	
Car-0524	1R  	4557.518	06	41	37.49	-	51	00	38.2	18.04	 1.34	 216.5	 3.0	 0.44	0.03	 0.40	0.10	     	     	   	     	
Car-0525	13R 	3410.547	06	41	56.47	-	50	56	51.5	19.31	 1.03	 232.9	11.7	 0.30	0.04	 0.42	0.10	1.000	     	   	     	
Car-0526	13R 	3410.547	06	42	02.81	-	50	58	59.4	18.28	 1.25	 221.2	 1.5	 0.43	0.02	 0.51	0.08	1.000	222.9	0.9	 0.50	0.06
Car-0526	1R  	4123.555	06	42	02.81	-	50	58	59.4	18.28	 1.25	 224.9	 1.4	     	    	     	    	     	     	   	     	
Car-0526	1R  	4554.518	06	42	02.81	-	50	58	59.4	18.28	 1.25	 221.8	 2.0	 0.43	0.04	 0.49	0.10	     	     	   	     	
Car-0527	13R 	3410.547	06	42	06.40	-	51	00	29.9	18.35	 1.25	 219.4	 2.0	 0.38	0.03	 0.48	0.09	1.000	     	   	     	
Car-0528	13R 	3410.547	06	41	53.49	-	51	01	30.7	19.71	 1.23	 223.9	 5.4	 0.31	0.04	 0.35	0.11	1.000	     	   	     	
Car-0529	13R 	3410.547	06	42	00.88	-	51	01	29.2	18.39	 1.43	   8.6	 3.5	 0.27	0.03	 0.77	0.09	0.000	  3.8	2.0	 0.77	0.09
Car-0529	1R  	4122.587	06	42	00.88	-	51	01	29.2	18.39	 1.43	   1.3	 2.5	     	    	     	    	     	     	   	     	
Car-0530	13R 	3410.547	06	41	51.55	-	51	03	35.8	18.65	 1.19	 219.2	 1.5	 0.36	0.03	 0.39	0.09	1.000	218.8	1.3	 0.39	0.09
Car-0530	1R  	4122.587	06	41	51.55	-	51	03	35.8	18.65	 1.19	 217.7	 2.5	     	    	     	    	     	     	   	     	
Car-0531	13R 	3410.547	06	41	44.66	-	51	03	31.2	18.33	 1.34	 234.4	 2.1	 0.38	0.03	 0.47	0.09	1.000	233.9	1.8	 0.47	0.09
Car-0531	1R  	4122.701	06	41	44.66	-	51	03	31.2	18.33	 1.34	 232.7	 3.3	     	    	     	    	     	     	   	     	
Car-0532	13R 	3410.547	06	41	39.49	-	51	02	57.2	20.01	 0.96	  18.1	 8.4	 0.34	0.07	 0.48	0.13	0.000	     	   	     	
Car-0533	13R 	3410.547	06	41	37.67	-	51	01	43.6	18.02	 1.38	 231.3	 1.8	 0.37	0.02	 0.40	0.08	1.000	     	   	     	
Car-0534	13R 	3410.547	06	42	11.44	-	50	59	59.9	19.14	 1.16	   1.3	 1.2	 0.31	0.02	 0.55	0.08	0.000	  1.2	1.2	 0.55	0.08
Car-0534	1R  	4122.701	06	42	11.44	-	50	59	59.9	19.14	 1.16	   0.9	 5.1	     	    	     	    	     	     	   	     	
Car-0535	13R 	3410.547	06	42	08.66	-	51	01	58.5	19.31	 1.26	   8.0	 5.4	 0.29	0.06	 0.84	0.10	0.000	     	   	     	
Car-0536	13R 	3410.547	06	42	16.41	-	51	00	19.0	19.53	 1.03	 221.9	 3.7	 0.37	0.04	 0.27	0.11	1.000	222.3	2.5	 0.27	0.11
Car-0536	1R  	4122.587	06	42	16.41	-	51	00	19.0	19.53	 1.03	 222.6	 3.5	     	    	     	    	     	     	   	     	
Car-0537	13R 	3410.547	06	42	25.33	-	51	13	41.0	18.94	 1.04	  10.3	 2.9	 0.35	0.04	 0.78	0.10	0.000	     	   	     	
Car-0538	13R 	3410.547	06	42	27.47	-	51	13	24.4	17.75	 1.48	  17.6	 3.8	 0.30	0.03	 0.77	0.09	0.000	     	   	     	
Car-0539	13R 	3410.547	06	42	14.77	-	51	09	13.2	20.02	 1.25	  43.2	 4.9	 0.21	0.16	 0.99	0.11	0.000	     	   	     	
Car-0540	13R 	3410.547	06	42	04.96	-	51	02	58.8	18.91	 1.33	 219.8	 2.6	 0.35	0.03	 0.38	0.09	1.000	221.1	1.5	 0.38	0.09
Car-0540	1R  	4122.587	06	42	04.96	-	51	02	58.8	18.91	 1.33	 221.6	 1.8	     	    	     	    	     	     	   	     	
Car-0541	13R 	3410.547	06	41	59.07	-	51	05	35.4	19.49	 1.28	  58.5	 5.9	 0.42	0.07	 0.67	0.12	0.000	     	   	     	
Car-0542	13R 	3410.547	06	41	51.88	-	51	02	59.2	19.48	 1.26	 221.0	 6.6	 0.29	0.06	 0.39	0.12	1.000	216.4	3.0	 0.39	0.12
Car-0542	1R  	4122.587	06	41	51.88	-	51	02	59.2	19.48	 1.26	 215.2	 3.3	     	    	     	    	     	     	   	     	
Car-0543	13R 	3410.547	06	41	54.37	-	51	02	46.2	18.42	 1.25	 216.2	 1.8	 0.36	0.03	 0.42	0.09	1.000	216.3	1.6	 0.40	0.07
Car-0543	1R  	4120.709	06	41	54.37	-	51	02	46.2	18.42	 1.25	 213.9	 3.5	     	    	     	    	     	     	   	     	
Car-0543	1R  	4557.518	06	41	54.37	-	51	02	46.2	18.42	 1.25	 229.4	 7.9	 0.36	0.07	 0.34	0.14	     	     	   	     	
Car-0544	13R 	3410.547	06	42	20.87	-	50	58	28.2	17.69	 1.39	  56.9	 4.2	 0.31	0.02	 0.76	0.09	0.000	 57.6	1.1	 0.80	0.05
Car-0544	25R 	3411.554	06	42	20.87	-	50	58	28.2	17.69	 1.39	  56.1	 5.7	 0.28	0.03	 0.77	0.09	     	     	   	     	
Car-0544	1R  	4123.555	06	42	20.87	-	50	58	28.2	17.69	 1.39	  58.4	 1.7	     	    	     	    	     	     	   	     	
Car-0544	1R  	4560.511	06	42	20.87	-	50	58	28.2	17.69	 1.39	  57.1	 1.6	 0.26	0.03	 0.88	0.09	     	     	   	     	
Car-0545	13R 	3410.547	06	42	24.65	-	50	58	45.2	19.14	 1.31	  59.1	 8.6	 0.30	0.06	 0.68	0.11	0.000	     	   	     	
Car-0546	13R 	3410.547	06	42	19.63	-	51	03	32.6	18.46	 1.43	  29.5	 3.7	 0.32	0.04	 0.71	0.09	0.000	     	   	     	
Car-0547	13R 	3410.547	06	42	28.45	-	50	59	40.1	18.77	 1.23	 242.9	 2.9	 0.34	0.04	 0.36	0.10	0.999	244.3	1.9	 0.35	0.07
Car-0547	25R 	3411.554	06	42	28.45	-	50	59	40.1	18.77	 1.23	 246.0	 2.7	 0.42	0.06	 0.33	0.13	     	     	   	     	
Car-0547	1R  	4557.518	06	42	28.45	-	50	59	40.1	18.77	 1.23	 240.9	 7.6	 0.45	0.07	 0.38	0.17	     	     	   	     	
Car-0548	13R 	3410.547	06	42	51.17	-	51	13	47.5	19.29	 1.30	  33.8	 1.9	 0.35	0.05	 0.81	0.10	0.000	     	   	     	
Car-0549	13R 	3410.547	06	42	49.56	-	51	13	02.8	18.88	 1.30	 223.7	 2.7	 0.34	0.03	 0.40	0.09	1.000	     	   	     	
Car-0550	13R 	3410.547	06	42	53.19	-	51	11	27.9	18.17	 1.39	  83.2	 3.0	 0.31	0.02	 0.81	0.09	0.000	     	   	     	
Car-0551	13R 	3410.547	06	42	55.52	-	51	08	33.6	19.13	 1.30	 198.5	 7.1	 0.27	0.05	 0.83	0.10	0.007	     	   	     	
Car-0552	13R 	3410.547	06	42	47.50	-	51	06	28.5	19.00	 1.26	 135.6	 3.5	 0.24	0.03	 0.69	0.09	0.000	     	   	     	
Car-0553	13R 	3410.547	06	42	28.87	-	51	05	00.4	18.89	 1.29	 213.8	 1.9	 0.34	0.03	 0.33	0.09	1.000	     	   	     	
Car-0554	13R 	3410.547	06	42	44.70	-	51	10	41.4	19.07	 1.01	  50.8	 2.3	 0.35	0.04	 0.78	0.10	0.000	     	   	     	
Car-0555	13R 	3410.547	06	42	46.66	-	51	08	50.4	19.47	 1.07	  97.3	 3.9	 0.28	0.05	 0.74	0.10	0.000	     	   	     	
Car-0556	13R 	3410.547	06	42	23.50	-	51	08	15.5	20.11	 1.25	  47.9	10.9	 0.26	0.09	 0.78	0.12	0.000	     	   	     	
Car-0557	13R 	3410.547	06	42	25.61	-	51	08	05.5	17.64	 1.39	  52.2	 2.2	 0.35	0.02	 0.84	0.09	0.000	     	   	     	
Car-0558	13R 	3410.547	06	42	27.45	-	51	07	44.0	19.63	 1.19	  85.2	 8.5	 0.35	0.06	 0.77	0.11	0.000	     	   	     	
Car-0559	13R 	3410.547	06	42	39.60	-	51	07	55.4	19.72	 1.12	 210.8	 5.2	 0.33	0.05	 0.41	0.11	0.999	     	   	     	
Car-0560	13R 	3410.547	06	42	47.56	-	51	00	21.9	19.81	 1.05	  83.5	 3.8	 0.39	0.06	 0.77	0.11	0.000	     	   	     	
Car-0561	13R 	3410.547	06	43	07.79	-	50	58	08.0	18.18	 1.19	  94.6	 1.5	 0.32	0.02	 0.79	0.09	0.000	 95.0	1.1	 0.81	0.07
Car-0561	25R 	3411.554	06	43	07.79	-	50	58	08.0	18.18	 1.19	  95.5	 1.8	 0.35	0.03	 0.84	0.09	     	     	   	     	
Car-0562	13R 	3410.547	06	43	08.88	-	50	58	21.6	19.76	 1.17	 209.8	 7.9	 0.35	0.06	 0.37	0.12	0.999	212.1	5.3	 0.42	0.10
Car-0562	25R 	3411.554	06	43	08.88	-	50	58	21.6	19.76	 1.17	 213.9	 7.2	 0.26	0.11	 0.51	0.16	     	     	   	     	
Car-0563	13R 	3410.547	06	43	20.67	-	51	08	51.1	19.35	 1.11	  43.2	 2.1	 0.37	0.04	 0.82	0.10	0.000	     	   	     	
Car-0564	13R 	3410.547	06	43	23.09	-	51	03	37.0	19.83	 1.27	 105.0	 4.0	 0.54	0.05	 0.81	0.12	0.000	     	   	     	
Car-0565	13R 	3410.547	06	43	18.86	-	51	02	50.4	18.88	 1.12	  87.4	 1.2	 0.33	0.03	 0.80	0.09	0.000	     	   	     	
Car-0566	13R 	3410.547	06	43	16.01	-	51	02	43.5	17.73	 1.36	  45.3	 1.9	 0.36	0.01	 0.80	0.09	0.000	     	   	     	
Car-0567	13R 	3410.547	06	43	02.86	-	51	11	37.5	19.52	 0.92	 100.0	 7.9	 0.30	0.05	 0.52	0.11	0.000	     	   	     	
Car-0568	13R 	3410.547	06	43	12.75	-	51	10	43.8	19.26	 1.33	  74.4	 3.8	 0.31	0.05	 0.87	0.10	0.000	     	   	     	
Car-0569	13R 	3410.547	06	43	07.58	-	51	08	14.2	20.02	 1.10	 206.5	11.3	 0.29	0.06	 0.51	0.12	0.992	     	   	     	
Car-0570	13R 	3410.547	06	42	28.58	-	51	03	09.7	19.31	 0.97	  44.0	 1.4	 0.30	0.04	 0.75	0.10	0.000	     	   	     	
Car-0571	108B	3410.668	06	40	06.47	-	50	26	19.7	20.45	 1.01	 113.0	 2.2	 0.29	0.08	 0.99	0.07	0.000	     	   	     	
Car-0572	108B	3410.668	06	40	06.76	-	50	27	57.0	20.46	 0.84	 172.3	 2.9	 0.52	0.07	 0.76	0.12	0.000	     	   	     	
Car-0573	108B	3410.668	06	39	57.09	-	50	33	17.9	20.07	 1.03	 125.2	 2.7	 0.32	0.08	 0.85	0.16	0.000	     	   	     	
Car-0574	108B	3410.668	06	40	11.32	-	50	23	15.7	18.13	 1.26	 119.7	 0.8	 0.38	0.02	 0.94	0.03	0.000	     	   	     	
Car-0575	108B	3410.668	06	40	15.25	-	50	24	09.2	20.04	 0.96	 169.8	 1.0	 0.38	0.05	 0.88	0.06	0.000	     	   	     	
Car-0576	108B	3410.668	06	40	12.15	-	50	26	11.7	20.49	 1.03	 172.7	 3.1	 0.21	0.15	 0.87	0.17	0.000	     	   	     	
Car-0577	108B	3410.668	06	40	22.51	-	50	28	35.4	19.73	 1.02	  51.3	 0.8	 0.44	0.04	 0.99	0.05	0.000	     	   	     	
Car-0578	108B	3410.668	06	40	21.66	-	50	29	43.3	18.23	 1.23	  65.6	 1.9	 0.31	0.03	 0.91	0.03	0.000	     	   	     	
Car-0579	108B	3410.668	06	40	06.75	-	50	37	29.4	20.77	 1.21	 111.4	 5.1	     	    	 1.03	0.26	0.000	     	   	     	
Car-0580	108B	3410.668	06	40	14.11	-	50	36	35.2	19.43	 1.11	  60.0	 2.7	 0.47	0.07	 0.86	0.12	0.000	     	   	     	
Car-0581	108B	3410.668	06	40	16.17	-	50	36	02.4	20.68	 1.23	  58.7	 4.7	     	    	 0.70	0.51	0.000	     	   	     	
Car-0582	108B	3410.668	06	40	17.67	-	50	32	52.6	18.00	 1.31	  20.7	 1.4	 0.37	0.03	 0.86	0.04	0.000	     	   	     	
Car-0583	108B	3410.668	06	40	05.31	-	50	31	59.1	20.63	 0.93	 247.7	 3.8	 0.42	0.05	 0.66	0.10	0.022	     	   	     	
Car-0584	108B	3410.668	06	40	06.27	-	50	38	45.9	19.43	 1.23	 131.2	 3.0	 0.45	0.08	 0.91	0.13	0.000	     	   	     	
Car-0585	108B	3410.668	06	39	56.93	-	50	36	50.7	19.78	 1.02	  76.1	 4.2	 0.27	0.11	 0.96	0.13	0.000	     	   	     	
Car-0586	108B	3410.668	06	39	54.17	-	50	36	36.2	19.78	 1.08	  63.4	 1.9	 0.39	0.08	 0.72	0.15	0.000	     	   	     	
Car-0587	108B	3410.668	06	39	58.56	-	50	36	22.6	19.80	 0.97	  53.6	 3.2	 0.37	0.07	 0.66	0.15	0.000	     	   	     	
Car-0588	108B	3410.668	06	40	20.19	-	50	23	27.4	20.05	 0.88	 162.3	 1.1	 0.39	0.04	 0.71	0.06	0.000	     	   	     	
Car-0589	108B	3410.668	06	40	20.75	-	50	24	47.0	20.02	 0.96	 392.1	 5.1	 0.30	0.05	 0.43	0.10	0.000	     	   	     	
Car-0590	108B	3410.668	06	40	25.08	-	50	27	18.9	18.60	 1.19	  70.5	 0.9	 0.43	0.02	 0.88	0.03	0.000	     	   	     	
Car-0591	108B	3410.668	06	40	26.24	-	50	27	37.1	19.29	 1.17	 102.7	 1.7	 0.37	0.04	 1.00	0.05	0.000	     	   	     	
Car-0592	108B	3410.668	06	40	27.95	-	50	28	38.4	18.62	 1.39	  92.2	 1.6	 0.38	0.02	 0.92	0.03	0.000	     	   	     	
Car-0593	108B	3410.668	06	40	25.74	-	50	29	02.3	20.71	 1.03	 182.8	 2.7	 0.40	0.07	 0.67	0.13	0.000	     	   	     	
Car-0594	108B	3410.668	06	40	32.81	-	50	21	35.8	19.58	 0.97	  78.1	 0.8	 0.39	0.04	 0.59	0.07	0.000	     	   	     	
Car-0595	108B	3410.668	06	40	26.93	-	50	23	12.8	20.57	 1.07	  84.5	 3.0	 0.40	0.09	 1.01	0.11	0.000	     	   	     	
Car-0596	108B	3410.668	06	40	30.86	-	50	24	56.0	17.72	 1.37	  83.4	 1.9	 0.38	0.01	 0.89	0.02	0.000	     	   	     	
Car-0597	108B	3410.668	06	40	36.17	-	50	28	37.9	20.44	 0.78	 231.9	 0.9	 0.45	0.05	 0.57	0.10	0.919	     	   	     	
Car-0598	108B	3410.668	06	40	30.57	-	50	29	25.1	18.46	 1.38	  19.2	 1.9	 0.38	0.02	 0.81	0.03	0.000	     	   	     	
Car-0599	108B	3410.668	06	40	30.09	-	50	39	47.2	20.64	 0.88	 176.8	 3.2	 0.55	0.16	 0.87	0.21	0.000	     	   	     	
Car-0600	108B	3410.668	06	40	31.48	-	50	37	42.0	19.17	 1.10	  16.0	 1.2	 0.37	0.08	 0.91	0.11	0.000	     	   	     	
Car-0601	108B	3410.668	06	40	29.76	-	50	31	31.8	19.44	 0.93	 155.2	 1.4	 0.35	0.07	 0.72	0.10	0.000	     	   	     	
Car-0602	108B	3410.668	06	40	18.80	-	50	36	16.3	19.05	 1.01	  76.0	 1.1	 0.46	0.05	 0.84	0.08	0.000	     	   	     	
Car-0603	108B	3410.668	06	40	18.62	-	50	34	30.3	20.24	 1.22	  99.1	 4.7	     	    	 1.02	0.17	0.000	     	   	     	
Car-0604	108B	3410.668	06	40	25.72	-	50	31	02.2	18.52	 1.26	  72.7	 2.0	 0.36	0.03	 0.80	0.04	0.000	     	   	     	
Car-0605	108B	3410.668	06	40	48.73	-	50	21	27.0	18.77	 1.21	  83.8	 1.1	 0.35	0.02	 0.78	0.03	0.000	     	   	     	
Car-0606	108B	3410.668	06	40	44.43	-	50	22	16.7	18.92	 1.17	  48.9	 1.0	 0.39	0.03	 1.00	0.03	0.000	     	   	     	
Car-0607	108B	3410.668	06	40	40.25	-	50	23	07.8	19.95	 1.14	  60.2	 0.9	 0.31	0.04	 0.89	0.05	0.000	     	   	     	
Car-0608	108B	3410.668	06	40	41.35	-	50	24	11.8	19.50	 1.16	 101.7	 0.7	 0.40	0.03	 0.80	0.05	0.000	     	   	     	
Car-0609	108B	3410.668	06	40	40.15	-	50	27	20.2	18.88	 1.03	  67.3	 0.4	 0.40	0.02	 0.95	0.02	0.000	     	   	     	
Car-0610	108B	3410.668	06	40	49.92	-	50	27	20.6	18.02	 1.40	  12.3	 1.7	 0.38	0.02	 0.88	0.02	0.000	     	   	     	
Car-0611	108B	3410.668	06	40	57.50	-	50	22	30.5	18.92	 1.06	 191.7	 1.2	 0.36	0.03	 0.70	0.05	0.000	     	   	     	
Car-0612	108B	3410.668	06	40	53.43	-	50	22	41.0	20.29	 0.94	  67.9	 0.7	 0.35	0.05	 0.86	0.06	0.000	     	   	     	
Car-0613	108B	3410.668	06	41	00.20	-	50	27	01.5	19.16	 1.03	  40.5	 0.5	 0.39	0.02	 0.92	0.03	0.000	     	   	     	
Car-0614	108B	3410.668	06	40	54.23	-	50	27	46.6	20.79	 1.17	 140.1	 1.9	 0.25	0.07	 0.94	0.06	0.000	     	   	     	
Car-0615	108B	3410.668	06	40	55.37	-	50	28	34.8	20.56	 1.01	 227.6	 5.3	 0.28	0.07	 0.11	0.17	0.999	     	   	     	
Car-0616	108B	3410.668	06	40	57.07	-	50	29	28.8	17.92	 1.38	  22.3	 1.3	 0.38	0.02	 0.87	0.03	0.000	     	   	     	
Car-0617	108B	3410.668	06	40	55.73	-	50	30	07.6	19.49	 1.13	  35.7	 1.8	 0.40	0.04	 0.92	0.06	0.000	     	   	     	
Car-0618	108B	3410.668	06	40	47.80	-	50	37	00.5	19.92	 1.27	  29.4	 4.0	 0.17	0.16	 0.74	0.19	0.000	     	   	     	
Car-0619	108B	3410.668	06	40	42.41	-	50	36	19.0	18.81	 1.12	  65.0	 1.6	 0.38	0.08	 1.01	0.08	0.000	     	   	     	
Car-0620	108B	3410.668	06	40	47.77	-	50	34	20.9	19.16	 1.25	 107.0	 3.4	 0.39	0.07	 0.94	0.11	0.000	     	   	     	
Car-0621	108B	3410.668	06	40	45.18	-	50	32	05.7	19.20	 1.21	  60.5	 3.3	 0.20	0.08	 0.94	0.08	0.000	     	   	     	
Car-0622	108B	3410.668	06	40	47.26	-	50	31	33.9	19.86	 1.29	  59.7	 2.0	 0.39	0.07	 0.86	0.11	0.000	     	   	     	
Car-0623	108B	3410.668	06	40	35.52	-	50	37	31.1	19.52	 0.95	  56.7	 1.8	 0.38	0.06	 0.68	0.11	0.000	     	   	     	
Car-0624	108B	3410.668	06	40	35.03	-	50	37	12.7	17.67	 1.41	   3.9	 1.9	 0.36	0.03	 0.90	0.05	0.000	     	   	     	
Car-0625	108B	3410.668	06	40	40.90	-	50	36	50.8	18.82	 1.18	   6.7	 1.7	 0.37	0.04	 0.78	0.07	0.000	     	   	     	
Car-0626	108B	3410.668	06	40	35.10	-	50	36	21.6	19.61	 1.07	  68.1	 1.4	 0.40	0.06	 0.85	0.09	0.000	     	   	     	
Car-0627	108B	3410.668	06	40	39.00	-	50	29	52.5	18.77	 1.20	  19.5	 2.1	 0.35	0.04	 0.83	0.05	0.000	     	   	     	
Car-0628	108B	3410.668	06	41	00.15	-	50	21	22.5	18.37	 1.27	  78.5	 1.5	 0.35	0.02	 0.98	0.02	0.000	     	   	     	
Car-0629	108B	3410.668	06	41	00.28	-	50	21	55.2	19.18	 1.31	  90.0	 1.8	 0.37	0.04	 0.77	0.06	0.000	     	   	     	
Car-0630	108B	3410.668	06	41	04.97	-	50	22	30.5	19.45	 1.02	  17.3	 0.8	 0.35	0.03	 0.74	0.05	0.000	     	   	     	
Car-0631	108B	3410.668	06	41	18.22	-	50	23	56.3	20.02	 0.90	  36.0	 2.7	 0.25	0.10	 0.67	0.14	0.000	     	   	     	
Car-0632	108B	3410.668	06	40	59.65	-	50	24	42.3	18.40	 1.13	 106.8	 0.9	 0.38	0.02	 0.93	0.03	0.000	     	   	     	
Car-0633	108B	3410.668	06	41	01.22	-	50	25	37.9	19.10	 0.99	  31.5	 0.4	 0.39	0.03	 0.78	0.04	0.000	     	   	     	
Car-0634	108B	3410.668	06	41	15.50	-	50	27	30.9	20.61	 0.86	 161.1	 1.6	 0.31	0.05	 0.38	0.11	0.000	     	   	     	
Car-0635	108B	3410.668	06	41	20.00	-	50	27	59.6	19.08	 1.15	   9.6	 1.0	 0.43	0.03	 0.89	0.05	0.000	     	   	     	
Car-0636	108B	3410.668	06	41	14.04	-	50	28	46.0	18.85	 1.30	  38.6	 1.7	 0.38	0.04	 0.91	0.06	0.000	     	   	     	
Car-0637	108B	3410.668	06	41	16.08	-	50	29	04.1	19.08	 1.24	  18.0	 1.7	 0.38	0.03	 0.81	0.05	0.000	     	   	     	
Car-0638	108B	3410.668	06	41	14.28	-	50	29	09.1	20.79	 1.24	 100.0	 4.3	 0.31	0.09	 0.88	0.12	0.000	     	   	     	
Car-0639	108B	3410.668	06	41	20.49	-	50	33	52.3	17.98	 1.30	   9.4	 4.8	 0.35	0.09	 0.82	0.11	0.000	     	   	     	
Car-0640	108B	3410.668	06	41	21.98	-	50	28	59.4	18.44	 1.26	  43.6	 1.1	 0.37	0.03	 1.00	0.04	0.000	     	   	     	
Car-0641	108B	3410.668	06	41	03.58	-	50	36	41.9	20.24	 1.08	  66.3	 4.2	 0.30	0.13	 0.92	0.17	0.000	     	   	     	
Car-0642	108B	3410.668	06	40	52.52	-	50	33	58.0	18.82	 1.29	  33.5	 1.7	 0.41	0.05	 1.10	0.05	0.000	     	   	     	
Car-0643	108B	3410.668	06	41	01.79	-	50	30	17.3	19.40	 1.26	  28.1	 3.2	 0.17	0.12	 1.00	0.11	0.000	     	   	     	
Car-0644	25B 	3411.554	06	42	11.89	-	50	54	33.7	20.62	 0.92	 229.0	 4.0	 0.42	0.06	 0.37	0.15	1.000	     	   	     	
Car-0645	25B 	3411.554	06	42	19.27	-	50	54	58.0	20.42	 0.94	 224.4	 2.4	 0.37	0.06	 0.31	0.14	1.000	     	   	     	
Car-0646	25B 	3411.554	06	42	30.17	-	50	49	41.4	20.30	 0.83	 221.8	 3.6	 0.28	0.06	 0.22	0.14	1.000	     	   	     	
Car-0647	25B 	3411.554	06	43	07.48	-	50	52	20.6	20.37	 1.08	 232.1	 3.4	 0.30	0.06	 0.24	0.13	1.000	     	   	     	
Car-0648	25B 	3411.554	06	43	01.81	-	50	54	12.7	20.49	 0.94	 227.5	 3.7	 0.33	0.07	 0.48	0.14	0.998	     	   	     	
Car-0649	25B 	3411.554	06	43	30.49	-	50	52	10.8	20.64	 0.95	 224.1	 3.7	 0.36	0.07	 0.47	0.14	0.997	     	   	     	
Car-0650	25B 	3411.554	06	43	14.67	-	50	59	33.6	20.40	 1.26	 218.4	 2.7	 0.31	0.06	 0.36	0.13	1.000	     	   	     	
Car-0651	25B 	3411.554	06	43	04.24	-	50	56	44.0	20.54	 0.93	 223.4	 4.7	 0.33	0.06	 0.38	0.14	1.000	     	   	     	
Car-0652	25B 	3411.554	06	42	14.79	-	50	55	47.4	20.66	 0.94	 226.8	 4.5	 0.38	0.07	 0.29	0.17	1.000	     	   	     	
Car-0653	25B 	3411.554	06	42	12.49	-	50	55	40.0	20.29	 0.91	 222.1	 1.9	 0.33	0.05	 0.47	0.09	1.000	     	   	     	
Car-0654	25B 	3411.554	06	42	21.80	-	50	55	41.7	20.55	 0.97	 230.0	 3.0	 0.33	0.06	 0.31	0.13	1.000	     	   	     	
Car-0655	25B 	3411.554	06	42	46.18	-	50	49	22.3	20.75	 1.19	 214.6	 3.7	 0.35	0.05	 0.23	0.13	1.000	     	   	     	
