#Table: J/AJ/137/3100/table3.dat (cdsarc.u-strasbg.fr)
-----------------------------------------------------------------------------------------------------------------------
        |   F|        | R  R         D  D     |     |     |      |    |     | e_S|     | e_S|     |     |e_<|   <S|
Target  |ield|     HJD|Ah Am   RAs  Ed Em  DEs| Vmag|  V-I|    HV|e_HV|SigFe|igFe|SigMg|igMg|  Mmb| <HV>|HV>|igMg>|  e_
--------|----|--------|-----------------------|-----|-----|------|----|-----|----|-----|----|-----|-----|---|-----|----
For-1322|9R  |4025.635|02 39 24.81 -34 34 38.3|18.54| 1.53|  66.5| 6.2| 0.56|0.05| 0.45|0.14|     |     |   |     |
For-1323|9R  |4022.782|02 39 32.69 -34 36 03.7|18.32| 1.34|  58.8| 3.9| 0.35|0.11| 0.45|0.19|0.991|     |   |     |
For-1324|9R  |4022.782|02 39 25.67 -34 36 45.3|18.54| 1.54|  55.1| 9.5| 0.55|0.14| 0.26|0.38|0.987|     |   |     |
For-1325|9R  |4022.782|02 39 19.40 -34 37 44.9|18.61| 1.50|  45.5| 3.9| 0.20|0.19| 0.98|0.13|0.974|     |   |     |
For-1326|9R  |4022.782|02 39 40.80 -34 41 36.8|18.38| 1.19|  67.4| 3.1| 0.23|0.08| 0.33|0.13|0.980|     |   |     |
For-1327|9R  |4022.782|02 39 46.77 -34 40 57.5|18.69| 1.47|  57.4| 4.0| 0.37|0.08| 0.47|0.16|0.992|     |   |     |
For-1328|9R  |4022.782|02 39 43.08 -34 40 18.6|18.54| 1.49|  37.6| 1.7| 0.56|0.05| 0.66|0.13|0.984| 38.0|1.5| 0.63|0.08
For-1328|9R  |4025.635|02 39 43.08 -34 40 18.6|18.54| 1.49|  40.0| 4.0| 0.29|0.06| 0.60|0.11|     |     |   |     |
For-1329|9R  |4022.782|02 39 31.93 -34 39 45.0|18.49| 1.59|  46.0| 2.4| 0.39|0.08| 0.82|0.12|0.988|     |   |     |
For-1330|9R  |4022.782|02 39 21.49 -34 38 53.5|18.55| 1.53|  71.0| 2.6| 0.48|0.10| 0.48|0.19|0.985|     |   |     |
For-1331|9R  |4022.782|02 39 20.29 -34 38 30.0|18.45| 1.53|  51.2| 1.8| 0.40|0.10| 0.84|0.12|0.990|     |   |     |
For-1332|9R  |4022.782|02 39 29.73 -34 42 21.8|18.62| 1.50|  50.8| 2.6| 0.44|0.06| 0.46|0.14|0.992|     |   |     |
For-1333|9R  |4022.782|02 39 27.54 -34 42 27.6|18.49| 1.39|  30.8| 1.2| 0.53|0.06| 0.67|0.12|0.947|     |   |     |
For-1334|9R  |4022.782|02 39 26.73 -34 42 05.6|18.61| 1.34|  56.1| 2.3| 0.43|0.10| 0.67|0.14|0.995| 57.3|2.1| 0.67|0.10
For-1334|9R  |4025.635|02 39 26.73 -34 42 05.6|18.61| 1.34|  63.5| 5.2| 0.58|0.09| 0.67|0.15|     |     |   |     |
For-1335|9R  |4022.782|02 39 11.06 -34 39 09.0|18.41| 1.62|  67.2| 1.2| 0.46|0.07| 0.61|0.14|0.992|     |   |     |
For-1336|9R  |4022.782|02 39 38.07 -34 32 47.3|18.44| 1.52|  78.9| 2.6| 0.39|0.12| 0.58|0.20|0.974|     |   |     |
For-1337|9R  |4022.782|02 39 42.60 -34 33 11.0|18.57| 1.45|  53.8| 7.0| 0.55|0.14| 0.77|0.19|0.995| 57.9|1.3| 0.79|0.09
For-1337|4R  |4027.679|02 39 42.60 -34 33 11.0|18.57| 1.45|  58.0| 1.3| 0.41|0.05| 0.80|0.10|     |     |   |     |
For-1338|9R  |4022.782|02 39 39.09 -34 33 27.0|18.56| 1.54|  45.0| 5.3| 0.62|0.07| 0.57|0.17|0.992|     |   |     |
For-1339|9R  |4022.782|02 39 36.47 -34 34 38.6|18.64| 1.45|  84.5| 2.8| 0.36|0.12| 0.65|0.16|0.934|     |   |     |
For-1340|9R  |4022.782|02 39 41.17 -34 34 50.1|18.34| 1.31|  47.7|10.4| 0.47|0.09| 0.61|0.15|0.993|     |   |     |
For-1341|9R  |4022.782|02 39 36.96 -34 36 04.3|18.68| 1.47|  48.8| 4.6| 0.24|0.13| 0.63|0.15|0.993|     |   |     |
For-1342|9R  |4022.782|02 39 38.07 -34 37 06.3|18.39| 1.32|  62.4| 1.6|     |    |     |    |0.993| 64.0|1.4| 0.51|0.11
For-1342|9R  |4025.635|02 39 38.07 -34 37 06.3|18.39| 1.32|  71.7| 3.4| 0.48|0.05| 0.51|0.11|     |     |   |     |
For-1343|9R  |4022.782|02 39 50.19 -34 35 59.4|18.35| 1.45|  59.5| 1.9| 0.16|0.19| 1.08|0.11|0.946| 65.2|1.5| 1.01|0.09
For-1343|9R  |4025.635|02 39 50.19 -34 35 59.4|18.35| 1.45|  76.8| 2.7| 0.12|0.21| 0.89|0.15|     |     |   |     |
For-1344|9R  |4022.782|02 39 51.99 -34 36 30.7|18.59| 1.36|  50.9| 3.0| 0.27|0.16| 0.75|0.15|0.993|     |   |     |
For-1345|9R  |4022.782|02 39 47.61 -34 40 15.5|18.44| 1.31|  61.1| 1.2| 0.56|0.06| 0.68|0.13|0.994|     |   |     |
For-1346|54B |4023.606|02 37 09.41 -34 43 25.4|18.21| 1.53|  54.1| 0.6| 0.37|0.02| 0.52|0.04|0.979|     |   |     |
For-1347|54B |4023.606|02 37 12.77 -34 45 03.7|19.31| 1.31|  47.7| 1.9| 0.44|0.04| 0.44|0.10|0.960|     |   |     |
For-1348|54B |4023.606|02 37 00.64 -34 45 28.7|19.02| 1.12|  44.5| 1.8| 0.32|0.03| 0.29|0.09|0.855|     |   |     |
For-1349|54B |4023.606|02 37 14.45 -34 45 52.6|18.76| 1.55|  75.0| 1.5| 0.48|0.04| 0.84|0.07|0.864|     |   |     |
For-1350|54B |4023.606|02 37 20.18 -34 46 45.9|18.59| 1.48|  52.3| 0.5| 0.52|0.02| 0.69|0.04|0.979|     |   |     |
For-1351|54B |4023.606|02 37 25.71 -34 40 45.9|19.26| 1.27|  44.2| 1.2| 0.37|0.05| 0.63|0.09|0.973| 45.5|0.7| 0.56|0.04
For-1351|31B |4027.547|02 37 25.71 -34 40 45.9|19.26| 1.27|  46.1| 0.8| 0.44|0.02| 0.55|0.05|     |     |   |     |
For-1352|54B |4023.606|02 37 25.62 -34 42 43.7|19.09| 1.28|  56.4| 3.2| 0.29|0.04| 0.64|0.08|0.980|     |   |     |
For-1353|54B |4023.606|02 37 23.65 -34 43 20.9|18.56| 1.28|  68.9| 2.5| 0.36|0.03| 0.32|0.06|0.848|     |   |     |
For-1354|54B |4023.606|02 37 24.25 -34 48 37.3|18.54| 1.41|  67.1| 0.9| 0.47|0.02| 0.49|0.06|0.964|     |   |     |
For-1355|54B |4023.606|02 37 22.52 -34 49 04.5|18.67| 1.38|  46.4| 1.5| 0.45|0.02| 0.35|0.07|0.905|     |   |     |
For-1356|54B |4023.606|02 37 31.99 -34 49 41.9|18.66| 1.58|  45.9| 0.6| 0.56|0.02| 0.73|0.05|0.966|     |   |     |
For-1357|54B |4023.606|02 37 08.52 -34 56 33.1|18.45| 1.25|  53.3| 0.6| 0.43|0.02| 0.57|0.05|0.982|     |   |     |
For-1358|54B |4023.606|02 37 09.49 -34 54 02.4|18.85| 1.23|  68.8| 2.5| 0.43|0.03| 0.58|0.07|0.969|     |   |     |
For-1359|54B |4023.606|02 36 58.54 -34 53 37.4|19.06| 1.15|  21.3| 4.7| 0.41|0.04| 0.71|0.11|0.000|     |   |     |
For-1360|54B |4023.606|02 37 32.84 -34 40 41.9|18.54| 1.52|  27.5| 1.0| 0.40|0.04| 0.67|0.06|0.734| 27.2|0.7| 0.65|0.05
For-1360|31R |4027.547|02 37 32.84 -34 40 41.9|18.54| 1.52|  26.9| 1.1| 0.43|0.04| 0.62|0.10|     |     |   |     |
For-1361|54B |4023.606|02 37 35.57 -34 40 52.7|19.44| 1.13|  30.9| 3.1| 0.41|0.05| 0.60|0.11|0.710| 31.8|1.4| 0.40|0.06
For-1361|31B |4027.547|02 37 35.57 -34 40 52.7|19.44| 1.13|  32.0| 1.6| 0.41|0.03| 0.30|0.07|     |     |   |     |
For-1362|54B |4023.606|02 37 29.30 -34 41 08.5|18.70| 1.20|  58.3| 4.2| 0.32|0.07| 0.01|0.12|0.002| 60.4|2.8|-0.06|0.05
For-1362|31B |4027.547|02 37 29.30 -34 41 08.5|18.70| 1.20|  62.0| 3.8| 0.34|0.03|-0.08|0.06|     |     |   |     |
For-1363|54B |4023.606|02 37 36.74 -34 42 14.5|18.96| 1.42|  49.2| 0.7| 0.47|0.03| 0.74|0.06|0.971|     |   |     |
For-1364|54B |4023.606|02 37 39.28 -34 45 14.2|19.20| 1.19|  49.9| 2.7| 0.36|0.04| 0.37|0.09|0.945|     |   |     |
For-1365|54B |4023.606|02 37 44.13 -34 41 18.6|19.50| 1.45|  58.0| 1.3| 0.48|0.04| 0.71|0.09|0.977|     |   |     |
For-1366|54B |4023.606|02 37 46.86 -34 41 44.1|19.36| 1.24|  64.3| 3.9| 0.41|0.05| 0.40|0.12|0.940| 63.9|1.9| 0.39|0.07
For-1366|31B |4027.547|02 37 46.86 -34 41 44.1|19.36| 1.24|  63.7| 2.1| 0.36|0.03| 0.38|0.08|     |     |   |     |
For-1367|54B |4023.606|02 37 44.01 -34 43 33.7|19.16| 1.16|  41.4| 2.6| 0.44|0.04| 0.57|0.09|0.958|     |   |     |
For-1368|54B |4023.606|02 37 45.34 -34 44 32.3|19.15| 1.17|  63.5| 2.1| 0.50|0.04| 0.37|0.10|0.943|     |   |     |
For-1369|54B |4023.606|02 37 42.88 -34 45 00.6|18.91| 1.34|  42.2| 0.7| 0.45|0.03| 0.74|0.05|0.950|     |   |     |
For-1370|54B |4023.606|02 37 34.48 -34 56 08.7|18.61| 1.36|  57.2| 0.4| 0.50|0.02| 0.60|0.04|0.982|     |   |     |
For-1371|54B |4023.606|02 37 43.19 -34 55 15.8|18.84| 1.21|  50.8| 0.6| 0.44|0.02| 0.48|0.04|0.972|     |   |     |
For-1372|54B |4023.606|02 37 11.19 -34 56 49.9|18.91| 1.29|  48.1| 2.4| 0.42|0.04| 0.32|0.09|0.908|     |   |     |
For-1373|54B |4023.606|02 37 22.88 -34 53 40.3|19.38| 1.27|  57.0| 2.8| 0.43|0.05| 0.41|0.10|0.962|     |   |     |
For-1374|54B |4023.606|02 37 25.99 -34 52 53.9|19.17| 1.08|  51.5| 0.7| 0.44|0.03| 0.55|0.06|0.980|     |   |     |
For-1375|54B |4023.606|02 37 12.20 -34 51 50.2|18.94| 1.18|  49.2| 1.6| 0.45|0.03| 0.47|0.06|0.969|     |   |     |
For-1376|54B |4023.606|02 37 14.11 -34 51 30.8|19.09| 1.30|  40.9| 1.2| 0.41|0.03| 0.53|0.06|0.954|     |   |     |
For-1377|54B |4023.606|02 37 51.99 -34 40 59.6|19.25| 1.20|  62.7| 5.7| 0.36|0.05| 0.39|0.13|0.980| 62.1|1.1| 0.45|0.05
For-1377|31B |4027.547|02 37 51.99 -34 40 59.6|19.25| 1.20|  62.0| 1.2| 0.44|0.02| 0.46|0.05|     |     |   |     |
For-1378|54B |4023.606|02 37 53.88 -34 44 02.1|18.96| 1.26|  81.7| 1.9| 0.42|0.04| 0.40|0.11|0.756|     |   |     |
For-1379|54B |4023.606|02 37 44.87 -34 46 13.6|18.89| 1.38|  51.3| 2.0| 0.62|0.02| 0.48|0.05|0.973|     |   |     |
For-1380|54B |4023.606|02 37 50.10 -34 46 51.0|19.09| 1.24|  49.4| 1.2| 0.36|0.03| 0.46|0.06|0.966|     |   |     |
For-1381|54B |4023.606|02 37 45.42 -34 48 18.7|18.99| 1.28|  62.8| 1.4| 0.38|0.03| 0.49|0.07|0.972|     |   |     |
For-1382|54B |4023.606|02 37 57.39 -34 43 48.2|18.65| 1.48|  29.4| 0.7| 0.57|0.03| 0.79|0.06|0.793|     |   |     |
For-1383|54B |4023.606|02 37 58.02 -34 44 12.5|19.15| 1.14|  59.6| 1.2| 0.45|0.05| 0.73|0.10|0.986|     |   |     |
For-1384|54B |4023.606|02 37 58.50 -34 45 16.5|18.77| 1.36|  57.6| 0.6| 0.41|0.02| 0.38|0.06|0.966|     |   |     |
For-1385|54B |4023.606|02 37 55.84 -34 47 16.0|18.41| 1.63|  33.2| 0.5| 0.52|0.02| 0.72|0.04|0.866|     |   |     |
For-1386|54B |4023.606|02 37 50.41 -34 47 43.2|19.02| 1.18|  62.8| 0.8| 0.40|0.03| 0.56|0.06|0.979|     |   |     |
For-1387|54B |4023.606|02 37 53.64 -34 48 02.3|18.85| 1.43|  44.1| 1.5| 0.47|0.04| 0.39|0.11|0.933|     |   |     |
For-1388|54B |4023.606|02 37 49.98 -34 48 12.0|19.04| 1.36|  59.3| 1.3| 0.44|0.04| 0.56|0.08|0.979|     |   |     |
For-1389|54B |4023.606|02 37 42.52 -34 58 30.2|18.30| 1.26|  66.0| 0.7| 0.36|0.02| 0.48|0.04|0.966|     |   |     |
For-1390|54B |4023.606|02 37 45.90 -34 57 24.2|19.19| 1.27|  65.0| 0.7| 0.49|0.02| 0.50|0.05|0.971|     |   |     |
For-1391|54B |4023.606|02 37 47.46 -34 54 52.5|18.25| 1.36|  26.8| 0.5| 0.41|0.02| 0.42|0.04|0.524|     |   |     |
For-1392|54B |4023.606|02 37 52.46 -34 51 17.2|19.17| 1.35|  40.5| 0.5| 0.48|0.02| 0.65|0.04|0.957|     |   |     |
For-1393|54B |4023.606|02 38 06.32 -34 42 31.1|19.26| 1.32|  57.0| 4.7| 0.32|0.06| 0.22|0.14|0.936|     |   |     |
For-1394|54B |4023.606|02 38 02.21 -34 42 42.5|19.18| 1.37|  66.5| 2.2|     |    | 0.97|0.13|0.943|     |   |     |
For-1395|54B |4023.606|02 38 00.64 -34 43 51.8|19.20| 1.23|  56.9| 2.0| 0.47|0.04| 0.56|0.09|0.988|     |   |     |
For-1396|54B |4023.606|02 38 05.12 -34 44 07.3|19.02| 1.13|  74.4| 2.0| 0.42|0.03| 0.41|0.08|0.941|     |   |     |
For-1397|54B |4023.606|02 37 58.37 -34 48 48.1|18.90| 1.41|  51.8| 0.6| 0.52|0.03| 0.66|0.06|0.980|     |   |     |
For-1398|54B |4023.606|02 37 57.62 -34 49 18.1|18.89| 1.21|  64.5| 0.8| 0.54|0.03| 0.56|0.08|0.976|     |   |     |
For-1399|54B |4023.606|02 38 18.43 -34 45 13.3|18.78| 1.39|  51.9| 1.0| 0.55|0.04| 0.42|0.10|0.979|     |   |     |
For-1400|54B |4023.606|02 38 09.81 -34 46 52.6|19.32| 1.28|  49.9| 1.0| 0.57|0.03| 0.60|0.08|0.988|     |   |     |
For-1401|54B |4023.606|02 38 13.91 -34 46 55.6|18.70| 1.34|  65.0| 0.6| 0.47|0.03| 0.48|0.07|0.981|     |   |     |
For-1402|54B |4023.606|02 38 13.20 -34 48 08.9|18.86| 1.48|  72.1| 1.0| 0.56|0.04| 0.79|0.07|0.957|     |   |     |
For-1403|54B |4023.606|02 38 11.12 -34 49 17.2|19.28| 1.23|  49.0| 2.5| 0.36|0.05| 0.51|0.09|0.984|     |   |     |
For-1404|54B |4023.606|02 38 14.36 -34 49 52.6|19.16| 1.40|  52.8| 0.9| 0.45|0.03| 0.68|0.06|0.988|     |   |     |
For-1405|54B |4023.606|02 38 09.03 -34 51 07.1|18.50| 1.58|  56.7| 0.5| 0.53|0.02| 0.69|0.04|0.988|     |   |     |
For-1406|54B |4023.606|02 38 15.53 -34 54 22.6|18.69| 1.21|  49.5| 1.0|     |    |     |    |0.958|     |   |     |
For-1407|54B |4023.606|02 38 17.88 -34 49 53.6|18.63| 1.26|  24.5| 1.1| 0.38|0.02| 0.30|0.06|0.273|     |   |     |
For-1408|54B |4023.606|02 38 23.51 -34 48 37.9|19.02| 1.25|  76.2| 1.4| 0.32|0.03| 0.41|0.07|0.918|     |   |     |
For-1409|54B |4023.606|02 38 21.48 -34 47 05.4|19.01| 1.29|  49.5| 1.3| 0.45|0.03| 0.40|0.07|0.971|     |   |     |
For-1410|54B |4023.606|02 38 21.99 -34 46 37.1|18.62| 1.48|  38.4| 0.7| 0.59|0.02| 0.64|0.05|0.968|     |   |     |
For-1411|54B |4023.606|02 38 01.58 -34 57 46.7|19.28| 1.19|  48.8| 0.8| 0.46|0.02| 0.55|0.05|0.978|     |   |     |
For-1412|54B |4023.606|02 38 05.34 -34 57 32.6|19.38| 1.21|  61.2| 1.1| 0.47|0.03| 0.73|0.05|0.975|     |   |     |
For-1413|54B |4023.606|02 38 06.80 -34 57 10.8|18.80| 1.42|  52.1| 0.5| 0.49|0.02| 0.78|0.04|0.965|     |   |     |
For-1414|54B |4023.606|02 38 02.80 -34 55 12.0|19.34| 1.28|  53.0| 1.2| 0.48|0.03| 0.59|0.07|0.981|     |   |     |
For-1415|54B |4023.606|02 38 00.51 -34 52 34.0|18.60| 1.37|  59.3| 0.8| 0.37|0.02| 0.38|0.05|0.939|     |   |     |
For-1416|54B |4023.606|02 38 03.23 -34 51 38.4|19.41| 1.26|  56.7| 1.8| 0.43|0.03| 0.47|0.06|0.971|     |   |     |
For-1417|54B |4023.606|02 38 07.78 -34 51 21.0|19.41| 1.24|  39.2| 1.7| 0.35|0.03| 0.29|0.07|0.705|     |   |     |
For-1418|81B |4024.621|02 41 32.85 -34 10 47.2|18.61| 1.28|  73.8| 0.6| 0.37|0.02| 0.29|0.04|0.755|     |   |     |
For-1419|81B |4024.621|02 41 20.55 -34 03 31.1|18.76| 1.28|  33.0| 0.4| 0.47|0.01| 0.61|0.03|0.938|     |   |     |
For-1420|81B |4024.621|02 41 18.47 -34 05 16.7|19.12| 1.18|  34.2| 0.5| 0.47|0.02| 0.49|0.04|0.927|     |   |     |
For-1421|81B |4024.621|02 41 16.72 -34 07 13.6|18.65| 1.41|  56.4| 0.4| 0.54|0.01| 0.73|0.03|0.993|     |   |     |
For-1422|81B |4024.621|02 41 18.22 -34 07 14.0|19.09| 1.21|  55.1| 0.8| 0.48|0.02| 0.37|0.05|0.981|     |   |     |
For-1423|81B |4024.621|02 41 09.54 -34 09 06.7|18.43| 1.26|  63.3| 0.7| 0.35|0.02| 0.40|0.04|0.981| 64.5|0.5| 0.40|0.03
For-1423|47R |4684.845|02 41 09.54 -34 09 06.7|18.43| 1.26|  67.5| 1.0| 0.38|0.03| 0.36|0.09|     |     |   |     |
For-1424|81B |4024.621|02 41 12.58 -34 09 23.0|19.12| 1.24|  73.8| 0.5| 0.48|0.02| 0.64|0.04|0.986|     |   |     |
For-1425|81B |4024.621|02 41 16.83 -34 09 18.3|18.64| 1.36|  69.0| 0.4| 0.55|0.01| 0.70|0.03|0.990|     |   |     |
For-1426|81B |4024.621|02 41 34.74 -34 03 10.6|19.14| 1.24|  44.7| 0.6| 0.44|0.02| 0.42|0.05|0.963|     |   |     |
For-1427|81B |4024.621|02 41 28.47 -34 05 00.5|18.62| 1.45|  70.5| 0.4| 0.56|0.01| 0.72|0.02|0.975|     |   |     |
For-1428|81B |4024.621|02 41 27.19 -34 05 03.8|19.29| 1.24|  58.3| 0.4| 0.47|0.02| 0.70|0.03|0.988|     |   |     |
For-1429|81B |4024.621|02 41 29.55 -34 05 48.9|18.29| 1.44|  50.8| 0.4| 0.54|0.01| 0.60|0.03|0.990|     |   |     |
For-1430|81B |4024.621|02 41 29.81 -34 06 44.7|19.30| 1.15|  63.3| 0.6| 0.48|0.02| 0.61|0.05|0.988|     |   |     |
For-1431|81B |4024.621|02 41 25.69 -34 06 42.5|18.98| 1.15|  55.5| 0.5| 0.50|0.02| 0.54|0.04|0.989|     |   |     |
For-1432|81B |4024.621|02 41 26.51 -34 15 40.2|18.84| 1.30|  51.9| 1.0| 0.56|0.03| 0.58|0.06|0.994|     |   |     |
For-1433|81B |4024.621|02 41 29.85 -34 09 39.3|19.32| 1.12|  75.7| 0.6| 0.41|0.02| 0.49|0.05|0.955|     |   |     |
For-1434|81B |4024.621|02 41 28.96 -34 08 56.3|18.89| 1.36|  69.5| 0.4| 0.50|0.02| 0.63|0.03|0.982|     |   |     |
For-1435|81B |4024.621|02 41 28.18 -34 08 00.0|19.03| 1.23|  74.2| 0.9| 0.36|0.02| 0.41|0.05|0.935|     |   |     |
For-1436|81B |4024.621|02 41 25.79 -34 07 40.2|18.74| 1.23|  73.9| 0.6| 0.40|0.02| 0.46|0.04|0.954|     |   |     |
For-1437|81B |4024.621|02 41 44.13 -34 01 41.7|18.66| 1.41|  52.0| 0.4| 0.56|0.01| 0.73|0.02|0.985|     |   |     |
For-1438|81B |4024.621|02 41 39.13 -34 05 50.4|18.37| 1.60|  60.0| 0.5| 0.55|0.01| 0.75|0.02|0.983|     |   |     |
For-1439|81B |4024.621|02 41 31.87 -34 06 30.9|19.16| 1.15|  73.2| 0.5| 0.47|0.02| 0.52|0.03|0.971|     |   |     |
For-1440|81B |4024.621|02 41 38.92 -34 07 36.2|19.29| 1.17|  65.6| 0.4| 0.49|0.02| 0.61|0.03|0.987|     |   |     |
For-1441|81B |4024.621|02 41 41.85 -34 07 43.8|18.87| 1.30|  57.0| 0.4| 0.49|0.02| 0.64|0.03|0.990|     |   |     |
For-1442|81B |4024.621|02 41 44.72 -34 07 48.4|19.25| 1.15|  65.5| 0.5| 0.44|0.02| 0.54|0.04|0.985|     |   |     |
For-1443|81B |4024.621|02 41 42.17 -34 08 16.2|19.25| 1.14|  49.4| 0.5| 0.45|0.02| 0.40|0.04|0.967|     |   |     |
For-1444|81B |4024.621|02 41 55.39 -34 00 49.8|18.85| 1.13|  57.0| 0.4| 0.49|0.02| 0.57|0.04|0.982|     |   |     |
For-1445|81B |4024.621|02 41 51.05 -34 01 13.9|19.24| 1.07|  48.0| 1.6| 0.34|0.03| 0.41|0.07|0.951|     |   |     |
For-1446|81B |4024.621|02 41 56.47 -34 01 58.6|19.32| 1.11|  59.1| 0.7| 0.44|0.02| 0.37|0.06|0.935|     |   |     |
For-1447|81B |4024.621|02 41 53.09 -34 02 20.7|19.18| 1.11|  60.6| 1.4| 0.39|0.03| 0.29|0.08|0.872|     |   |     |
For-1448|81B |4024.621|02 41 47.32 -34 03 33.3|18.96| 1.26|  56.4| 0.5| 0.49|0.02| 0.62|0.04|0.990|     |   |     |
For-1449|81B |4024.621|02 41 54.36 -34 05 21.2|19.22| 1.04|  63.2| 0.6| 0.37|0.02| 0.35|0.04|0.945|     |   |     |
For-1450|81B |4024.621|02 41 41.70 -34 05 53.0|18.26| 1.40|  45.1| 0.5| 0.46|0.01| 0.51|0.02|0.981|     |   |     |
For-1451|81B |4024.621|02 41 47.30 -34 13 08.1|19.23| 1.20|  80.2| 0.5| 0.50|0.02| 0.62|0.04|0.938|     |   |     |
For-1452|81B |4024.621|02 41 42.88 -34 11 23.8|18.90| 1.28|  58.8| 1.2| 0.53|0.02| 0.36|0.06|0.960|     |   |     |
For-1453|81B |4024.621|02 41 39.19 -34 10 39.2|18.62| 1.21|  40.3| 0.5| 0.36|0.02| 0.33|0.04|0.855|     |   |     |
For-1454|81B |4024.621|02 41 36.94 -34 10 12.4|18.42| 1.51|  45.1| 0.5| 0.55|0.02| 0.75|0.03|0.975|     |   |     |
For-1455|81B |4024.621|02 41 34.03 -34 15 02.3|18.97| 1.07|  39.5| 1.4| 0.31|0.03| 0.32|0.06|0.917|     |   |     |
For-1456|81B |4024.621|02 41 35.15 -34 10 21.5|18.92| 1.43|  88.0| 4.1| 0.26|0.03| 0.65|0.05|0.834|     |   |     |
For-1457|81B |4024.621|02 41 33.46 -34 09 35.6|18.82| 1.37|  43.3| 0.4| 0.59|0.02| 0.73|0.03|0.975|     |   |     |
For-1458|81B |4024.621|02 41 30.84 -34 09 12.4|18.76| 1.40|  64.6| 0.4| 0.56|0.02| 0.69|0.03|0.986|     |   |     |
For-1459|81B |4024.621|02 41 31.19 -34 08 53.3|19.21| 1.20|  62.0| 0.5| 0.55|0.02| 0.63|0.04|0.989|     |   |     |
For-1460|81B |4024.621|02 41 55.87 -34 05 54.3|19.24| 1.06|  51.8| 0.7| 0.37|0.02| 0.38|0.05|0.965|     |   |     |
For-1461|81B |4024.621|02 41 53.75 -34 06 39.4|19.04| 1.23|  64.5| 0.4| 0.50|0.01| 0.60|0.03|0.988|     |   |     |
For-1462|81B |4024.621|02 42 09.23 -33 59 26.8|19.18| 1.21|  57.2| 0.6| 0.48|0.02| 0.53|0.05|0.980|     |   |     |
For-1463|81B |4024.621|02 42 18.88 -34 01 42.7|18.58| 1.16|  65.0| 4.0| 0.49|0.04|-0.09|0.17|0.437|     |   |     |
For-1464|81B |4024.621|02 42 18.89 -34 05 07.7|18.74| 1.24|  60.8| 1.3| 0.36|0.03| 0.21|0.06|0.631|     |   |     |
For-1465|81B |4024.621|02 42 19.44 -34 05 42.1|18.67| 1.34|  60.8| 0.6| 0.42|0.02| 0.31|0.04|0.859|     |   |     |
For-1466|81B |4024.621|02 42 18.81 -34 06 32.7|18.19| 1.39|  63.9| 0.5| 0.46|0.02| 0.53|0.05|0.975|     |   |     |
For-1467|81B |4024.621|02 42 18.23 -34 06 59.3|18.66| 1.29|  57.1| 0.9| 0.47|0.02| 0.45|0.06|0.969|     |   |     |
For-1468|81B |4024.621|02 41 53.79 -34 17 45.8|19.20| 1.29|  50.6| 0.8| 0.50|0.03| 0.60|0.06|0.989|     |   |     |
For-1469|81B |4024.621|02 41 53.46 -34 17 08.5|19.00| 1.17|  51.2| 1.3| 0.45|0.03| 0.37|0.07|0.965|     |   |     |
For-1470|81B |4024.621|02 41 51.14 -34 16 11.5|18.21| 1.25|  89.5| 2.9| 0.32|0.03| 0.84|0.04|0.474|     |   |     |
For-1471|81B |4024.621|02 41 54.12 -34 12 35.4|18.78| 1.43|  37.9| 0.6| 0.52|0.03| 0.63|0.05|0.966|     |   |     |
For-1472|81B |4024.621|02 41 57.81 -34 12 04.2|19.17| 1.26|  48.8| 0.7| 0.49|0.03| 0.56|0.06|0.987|     |   |     |
For-1473|81B |4024.621|02 41 58.17 -34 11 18.9|18.85| 1.25|  46.9| 0.5| 0.42|0.02| 0.38|0.04|0.952|     |   |     |
For-1474|81B |4024.621|02 41 54.61 -34 09 32.9|18.68| 1.40|  61.4| 0.4| 0.52|0.02| 0.78|0.03|0.979|     |   |     |
For-1475|81B |4024.621|02 41 47.80 -34 16 37.8|18.48| 1.61|  59.0| 0.4| 0.58|0.02| 0.63|0.04|0.990|     |   |     |
For-1476|81B |4024.621|02 41 47.83 -34 15 40.2|19.19| 1.26|  47.5| 0.5| 0.51|0.02| 0.56|0.05|0.986|     |   |     |
For-1477|81B |4024.621|02 41 52.71 -34 13 23.1|19.09| 1.33|  66.4| 0.7| 0.46|0.02| 0.54|0.04|0.984|     |   |     |
For-1478|81B |4024.621|02 41 49.29 -34 12 38.0|18.55| 1.48|  73.3| 0.4| 0.52|0.01| 0.75|0.03|0.959|     |   |     |
For-1479|81B |4024.621|02 41 49.28 -34 12 11.4|18.35| 1.29|  47.4| 0.6| 0.40|0.02| 0.51|0.04|0.984|     |   |     |
For-1480|81B |4024.621|02 41 49.97 -34 11 36.6|19.08| 1.20|  21.3| 0.6| 0.47|0.02| 0.47|0.06|0.451|     |   |     |
For-1481|81B |4024.621|02 42 20.67 -34 02 05.9|19.17| 1.17|  55.4| 3.9| 0.41|0.05| 0.27|0.13|0.914|     |   |     |
For-1482|81B |4024.621|02 42 22.52 -34 02 56.0|18.32| 1.48|  67.0| 0.5| 0.41|0.02| 0.42|0.04|0.942|     |   |     |
For-1483|81B |4024.621|02 42 32.50 -34 03 59.2|18.44| 1.33|  67.4| 0.6| 0.36|0.02| 0.40|0.04|0.930|     |   |     |
